Ridership Rank,Station Name,Line,Ridership,Midtown Direct Binary,stop_id,Official NJT Station Name,stop_lat,stop_lon,avg_trains_per_hour,Duration to NY Penn (mins),Distance from NY Penn (km),Total Parking Spaces,station_name,Popoulation_Density_weighted_avg,Median_Household_Income_weighted_avg,Percent_Bach_Degree_weighted_avg,Labor_Force_Participation_Rate_weighted_avg,Employment_Rate_weighted_avg,Unemployment_Rate_weighted_avg,Percent_Public_Transit_Users_weighted_avg,Median_Age_weighted_avg,Walk_Score,Percent_Public_Transit_Users_log,Ridership_log,avg_trains_per_hour_log,Duration_to_NY_Penn_log,Population_Density_log,Median_Household_Income_sqrt,Percent_Bach_Degree_log,Labor_Force_Participation_log,Employment_Rate_reciprocal,Unemployment_Rate_log,Median_Age_sqrt,Median_Household_Income_log,Total_Parking_Spaces_Log
5,Metropark (NEC),NEC,7537.0,1,83,METROPARK,40.56864,-74.329394,12.227272727272728,37.0,39.750698,3491,METROPARK,1996.2428467655332,125833.56412535612,31.88340546935675,71.96540155378021,95.3381289500204,6.02822512724826,19.252546725355685,43.51136310726442,21.333333333333336,3.008280549859988,8.92771217382708,2.5822808138131768,3.6375861597263857,7.599522931813884,354.7302695363847,3.492968137493701,4.289985377479885,0.010488982855162126,1.9499342027156585,6.596314357826227,11.74272334008393,8.158229916959494
6,PRINCETON JCT. (NEC),NEC,6817.0,1,125,PRINCETON JCT.,40.316316,-74.623753,22.363636363636363,55.0,78.535792,4118,PRINCETON JCT.,609.3753270584624,187301.5489054444,32.46697669580812,79.47314807581601,94.36332788813668,5.636672111863326,12.172908981657772,39.45070789405748,24.666666666666668,2.5781623707618726,8.827321452697849,3.1511808120968494,4.02535169073515,6.414074058213689,432.7834896405412,3.510559182365578,4.3879235645040024,0.010597337147598836,1.8926106498792798,6.280979851429033,12.140480497017876,8.323365694436081
7,Hamilton (NEC),NEC,5178.0,1,32905,HAMILTON,40.255309,-74.70412,11.727272727272728,63.0,87.70903,3539,HAMILTON,579.3726229930647,115007.19225251568,20.67282862905352,67.60569159319218,97.64395070410733,2.3560492958926837,8.192631215713956,36.99650270851608,9.284038347027227,2.218402208305606,8.552367266423891,2.5437471498109336,4.1588830833596715,6.3636703506919226,339.12710338826605,3.0760593390580158,4.228375499120989,0.010241289837097258,1.210764477380477,6.082475047915617,11.652758641786551,8.17188200612782
8,New Brunswick (NEC),NEC,4700.0,1,103,NEW BRUNSWICK,40.497278,-74.445751,12.818181818181818,57.0,52.786352,4441,NEW BRUNSWICK,5037.677400839643,67275.32641719551,19.59722431303752,62.212331992560365,95.47542414725322,5.608216026530983,10.635961728630903,30.34871067533391,100.0,2.4541004515789817,8.45553053102413,2.625985248047906,4.060443010546419,8.524898906158814,259.3748762258895,3.025156324631448,4.146499408582682,0.01047389952892678,1.8883137273506272,5.508966389018353,11.116563691747015,8.398860004454372
9,NEWARK AIRPORT RAILROAD STATION (NEC),NEC,4253.0,1,37953,NEWARK AIRPORT RAILROAD STATION,40.704415,-74.190717,21.045454545454547,26.0,20.438618,0,NEWARK AIRPORT RAILROAD STATION,1088.2788282762428,11634.0,2.143622722400857,11.126760563380282,72.57383966244726,27.42616033755274,72.09302325581395,39.5,1.989436788648692,4.291732921104005,8.355614995760183,3.0931064375791673,3.295836866004329,6.993271130817853,107.86102168995063,1.1453758681301072,2.4954146273864155,0.013779069767441861,3.3473098598255286,6.284902544988268,9.361773075736393,0.0
10,South Orange (M&E),M&E,4131.0,1,140,SOUTH ORANGE,40.745952,-74.260538,11.136363636363637,34.0,26.715044,511,SOUTH ORANGE,2262.619330735887,178387.20466446664,37.6509155992358,72.1392284843943,95.78745755410765,5.230115611358338,33.391181735827566,39.34911441466799,41.333333333333336,3.537800186628652,8.326516830239528,2.4962062050419336,3.5553480614894135,7.724720285051611,422.3590944498137,3.6545704642544123,4.292364864188628,0.010439780170959524,1.8293948898275543,6.272887247087101,12.091717379590554,6.238324625039508
11,TRENTON TRANSIT CENTER (NEC),NEC,3894.0,1,148,TRENTON TRANSIT CENTER,40.218515,-74.753926,11.727272727272728,70.0,93.663588,3644,TRENTON TRANSIT CENTER,4859.975117522396,41030.88557386424,9.882957269016662,59.76246339746353,89.47848071715188,12.543241804652544,11.944023608057591,36.12655017936701,70.0,2.560634184175535,8.267448958304849,2.5437471498109336,4.2626798770413155,8.488994338234246,202.56081944409743,2.3871980123087764,4.106972219984452,0.011175871471947253,2.6058876630994257,6.010536596624881,10.622104740360406,8.201111644442758
12,Summit (M&E),M&E,3880.0,1,145,SUMMIT,40.716549,-74.357807,16.09090909090909,41.0,36.853886,966,SUMMIT,1534.561262628598,175551.93266989835,37.67873547720299,65.29049569541104,93.98899068627092,7.361200029826519,22.26359862305752,40.59363358414184,44.666666666666664,3.1468898480668486,8.263848131368906,2.8385466900315786,3.7376696182833684,7.336651236596291,418.98917965730135,3.655289978147987,4.1940465339054,0.010639543979548992,2.123601961032744,6.371313332755017,12.075695887067399,6.874198495453294
13,Metuchen (NEC),NEC,3534.0,1,84,METUCHEN,40.540736,-74.360671,12.0,46.0,43.934982,1552,METUCHEN,1694.7889446873776,126668.45311684906,28.81399417645001,73.71671883289021,95.9781646823919,4.530650941642408,19.452452795715384,40.56808261414113,38.0,3.0181028164072274,8.170468578330674,2.5649493574615367,3.8501476017100584,7.435903365617244,355.90511813803556,3.3949778865188445,4.313703880120339,0.010419036489280352,1.7103055195729286,6.369307859896641,11.749336241083414,7.347943823148687
14,Maplewood (M&E),M&E,3488.0,1,81,MAPLEWOOD,40.731149,-74.275427,11.090909090909092,38.0,28.807186,655,MAPLEWOOD,2176.8114303524967,201959.053533363,38.778453543633766,73.16637559354871,95.0066654181274,5.679649906035264,36.26768543534227,41.024144883197046,40.666666666666664,3.6181266089424424,8.157370441186774,2.4924538554233835,3.6635616461296463,7.686075720475879,449.3985464299623,3.6833253974472835,4.306310888349119,0.010525577290803416,1.8990655768989821,6.405009358556555,12.215825202041954,6.486160788944089
15,Elizabeth (NEC),NEC,3417.0,1,41,ELIZABETH,40.667857,-74.215174,15.545454545454543,30.0,25.105704,1299,ELIZABETH,6322.731594633503,69235.13886883107,15.29612813416384,65.9691663160233,94.08493623402654,6.850014768789793,11.94942545355389,35.71944766598648,28.666666666666668,2.5610514206403883,8.136810863675537,2.8061114142784245,3.4339872044851463,8.752064755087343,263.12570925097964,2.79092754181479,4.204232309226038,0.010628694029324775,2.0605154131670433,5.976574910932388,11.145278243275849,7.170119543449628
16,Rahway (NEC),NEC,3233.0,1,127,RAHWAY,40.606338,-74.276692,17.40909090909091,41.0,33.957074,646,RAHWAY,3190.3527872149293,74842.85021775485,16.093142236037984,67.94791240234714,94.93815438839069,7.771998073803427,12.938493599833487,36.7627656329135,22.666666666666664,2.634654336353501,8.081475040137052,2.912844613748223,3.7376696182833684,8.06820017711335,273.57421336404286,2.838677344242849,4.2333513268026675,0.010533172952878499,2.171564610970965,6.063230626729738,11.2231592250529,6.472346294500901
17,Edison Station (NEC),NEC,3008.0,1,38,EDISON STATION,40.519148,-74.410972,12.0,51.0,48.923936,797,EDISON STATION,2148.6917369426565,96891.22649811865,23.45028677614753,65.96824503133314,90.41519121566624,9.609696613075904,10.638162200532523,33.19844634097824,39.33333333333333,2.4542895432857095,8.009363076630045,2.5649493574615367,3.9512437185814275,7.673079732675871,311.2735557321223,3.1966419449378844,4.204218552282687,0.01106008831651655,2.361768357785009,5.761809294048029,11.48135457276327,6.682108597449809
18,Newark Broad ST,M&E,2996.0,1,106,NEWARK BROAD ST,40.747621,-74.171943,18.47826086956522,24.0,16.89807,0,NEWARK BROAD ST,5763.720098272076,56563.18514010225,19.55058466272316,59.65724054751579,90.94751835333486,10.12805066599131,35.818011863077345,33.67751255399997,44.0,3.6059871782329487,8.005367067316664,2.9692990164858357,3.2188758248682006,8.659511879620242,237.83016028271572,3.0228893912783152,4.105239010746249,0.010995352243861771,2.4094690076294065,5.803232939836206,10.943131292530687,0.0
19,Westfield (RVL),RVL,2722.0,0,155,WESTFIELD,40.649448,-74.347629,6.090909090909091,53.0,35.244546,698,WESTFIELD,1777.0399076466529,187974.77553690836,39.97286954193499,66.72522842836653,95.60714570579071,5.243660514130203,21.315271252617748,40.83512771447316,88.0,3.1052712536254474,7.909489492673759,1.9588135538912212,3.9889840465642745,7.483266861067546,433.56057885479896,3.712910129182607,4.215458760846483,0.010459469243829045,1.8315666312407826,6.390236905974078,12.144068379982674,6.54965074223381
20,Aberdeen-Matawan (NJCL),NJCL,2337.0,1,37169,ABERDEEN-MATAWAN,40.420161,-74.223702,9.0,62.0,56.809702,1297,ABERDEEN-MATAWAN,1485.2545614554435,100392.34855799915,23.85089886827149,69.06502424735608,94.73287793067011,5.2671220693298775,14.122011110593157,43.25976335272704,3.978873577297384,2.7161513718662116,7.757051142032013,2.302585092994046,4.143134726391533,7.3040145171040285,316.8475162566359,3.2128939236498835,4.249423728691572,0.010555997261392672,1.8353172491651573,6.577215471058177,11.516851234622857,7.168579897264035
21,Linden (NEC),NEC,2272.0,1,70,LINDEN,40.629485,-74.251772,15.590909090909092,37.0,30.416526,663,LINDEN,1068.9033198217892,85805.96870830355,12.935193759816602,63.32232007393275,91.91362649658129,8.379234544257613,7.02040501485897,39.63749126895641,23.266432994775045,2.081988921209167,7.728855823852543,2.808854900224176,3.6375861597263857,6.975323568066926,292.926558557437,2.6344175653809545,4.163906695021368,0.010879779616107246,2.2384981545984504,6.295831261156577,11.359855502554355,6.498282149476434
22,Brick Church (M&E),M&E,2041.0,1,23,BRICK CHURCH,40.765134,-74.218612,10.727272727272728,27.0,21.404222,109,BRICK CHURCH,6523.731922253606,47901.39319248668,12.947254795704222,64.68965672455221,92.02436190468887,9.548008175344464,26.33731918845053,37.36308181730303,24.0,3.3082527719325645,7.621684998724611,2.4619171315633017,3.332204510175204,8.783355146634804,218.8638690887253,2.6352827000635033,4.184941481202681,0.010866687682504294,2.355937043551838,6.112534811132206,10.776920744415792,4.700480365792417
23,Millburn (M&E),M&E,1837.0,1,87,MILLBURN,40.725622,-74.303755,10.772727272727272,51.0,32.025866,576,MILLBURN,990.3618312742155,192128.7106551872,34.43772071325063,69.85070767366568,94.90009615008232,5.522734720234275,40.820131916305336,40.96348159955756,30.666666666666664,3.7333778483787103,7.516433302915632,2.4657856083412217,3.9512437185814275,6.899079585021063,438.3248916673421,3.567776809708452,4.260574954423654,0.010537397121479445,1.875293723618785,6.400271994185681,12.165925999240057,6.3578422665081
24,Morristown (M&E),M&E,1822.0,1,92,MORRISTOWN,40.797113,-74.474086,8.136363636363637,63.0,52.464484,566,MORRISTOWN,1982.268733488268,107804.66128905206,27.526639960652496,69.4922258432667,95.7237873144018,6.313314458766111,6.058855947706755,38.264644761602334,100.0,1.9542829913070743,7.508238774678663,2.21226245470076,4.1588830833596715,7.5925016379906545,328.3362016120855,3.350838386142949,4.255502432011135,0.010446724143033864,1.9896965853323594,6.185842283925637,11.588085452674116,6.340359303727752
25,Woodbridge (NJCL),NJCL,1719.0,1,158,WOODBRIDGE,40.55661,-74.277751,9.909090909090908,42.0,39.589764,503,WOODBRIDGE,1791.4124439036732,87867.55823193258,22.81697203058242,70.87598234106085,94.48657079663845,5.513429203361554,8.053864873423137,38.7027537517134,19.936620731892152,2.2031917243854013,7.450079569807499,2.3895964699836756,3.7612001156935624,7.491317725480877,296.42462487440645,3.170398437063603,4.274942166378007,0.010583514583805565,1.8738660768804067,6.221153731560843,11.383597320388196,6.222576268071369
26,Ridgewood (MLBC),MLBC,1705.0,0,131,RIDGEWOOD,40.980629,-74.120592,12.045454545454543,45.0,34.439876,105,RIDGEWOOD,1760.7089633248002,188586.08282199485,39.50496646964088,66.15849884171735,95.16780070448183,3.918647832069437,20.2866731987856,41.35972018555942,100.0,3.05808120548282,7.441906728051625,2.568439762401305,3.828641396489095,7.4740396188039,434.26499147639663,3.7014245954742084,4.207055479989867,0.010507755696753282,1.5930336618510939,6.4311523217507,12.147315157026814,4.663439094112067
27,Short Hills (M&E),M&E,1628.0,1,136,SHORT HILLS,40.725249,-74.323754,10.454545454545457,54.0,33.79614,335,SHORT HILLS,1495.7414331507832,209003.7244550082,32.93935984624843,67.22481395022525,95.83360985899324,5.765515419593765,28.047870992669974,39.56832245247842,9.308685840180281,3.368945192924466,7.395721608602045,2.4383866341531077,4.007333185232471,7.311045646155063,457.16925143212353,3.5245753982919754,4.222808339587756,0.010434752499372304,1.9118384478696209,6.2903356390957725,12.250112135739345,5.817111159963204
28,Chatham (M&E),M&E,1611.0,1,27,CHATHAM,40.740137,-74.384812,8.181818181818182,49.0,42.325642,402,CHATHAM,956.509267674159,219285.40494747815,35.43602307149292,65.39210948470799,95.67175395865608,4.522895584991503,19.616020091601705,42.08295300427418,43.333333333333336,3.0260684479131177,7.385230923066573,2.217225244042889,3.912023005428146,6.864335400041024,468.27919550998433,3.5955579300883382,4.195578216359554,0.010452405842085255,1.7089022852526523,6.487137504652894,12.298133939540781,5.998936561946683
29,Radburn (MLBC),MLBC,1592.0,0,126,RADBURN,40.939914,-74.121617,5.954545454545454,37.0,29.77279,321,RADBURN,2482.802602400292,132665.44658425622,30.47246398975107,68.92718973219914,95.730797664799,6.751320997679191,14.734317906327725,45.50565076667886,18.606808469009252,2.7558441807574456,7.373374309910049,1.9393954680341194,3.6375861597263857,7.817545972262917,364.2326819277153,3.4491130044762284,4.247454554038522,0.010445959131161697,2.047863280153525,6.7457876313058405,11.795593336684448,5.7745515455444085
30,Bloomfield (M-B),M-B,1537.0,1,19,BLOOMFIELD,40.792709,-74.200043,6.681818181818182,31.0,23.174496,644,BLOOMFIELD,3781.7359480359232,111990.75689123756,32.3477876294704,72.93689384660455,93.76119285154628,7.61321192858015,23.58479359037246,39.42179705717368,41.333333333333336,3.2021281050740296,7.338238150065589,2.0388562615647574,3.4657359027997265,8.238202822576495,334.6502007936609,3.5069914322142592,4.303211943518756,0.010665393320916013,2.1532972951678713,6.2786779704945594,11.6261805483833,6.4692503167957724
31,Madison (M&E),M&E,1536.0,1,77,MADISON,40.757028,-74.415105,8.181818181818182,54.0,45.544322,413,MADISON,1490.6998489689213,169218.56783978277,38.07677857295573,67.03618263783152,94.20057790691736,6.437717360623124,13.294141820217416,41.75918789408805,83.33333333333334,2.6598497904092238,7.337587743538596,2.217225244042889,4.007333185232471,7.307671586912257,411.3618453864952,3.6655283921739357,4.2200396612775375,0.010615646126801178,2.0065639954024386,6.462134933138432,12.038952368638704,6.025865973825314
32,Cranford (RVL),RVL,1500.0,0,32,CRANFORD,40.655523,-74.303226,6.0,51.0,31.38213,454,CRANFORD,1908.445842019568,133431.4764395292,33.53294950200242,68.03082807106138,94.781722817695,6.488670264427648,16.519710776927816,44.3918115842403,88.66666666666667,2.8633265772057634,7.313886831633462,1.9459101490553132,3.9512437185814275,7.554568343875065,365.2827349321744,3.5419139262886232,4.234553188457738,0.010550557325523818,2.0133912469785957,6.662718032773134,11.801350834404818,6.12029741895095
33,Union (RVL),RVL,1470.0,0,38105,UNION,40.683663,-74.238605,5.954545454545454,41.0,24.94477,412,UNION,1993.870837385719,117230.25657785696,26.575713796977297,64.08879239678208,94.82803321951528,5.892936051693276,8.33251490267337,40.93429925654195,20.0,2.2335045286629076,7.293697720601438,1.9393954680341194,3.7376696182833684,7.5983345840629815,342.38904272458393,3.3169354504610133,4.175752374589669,0.010545404834930222,1.9304971265782052,6.39799181435409,11.671903814918748,6.023447592961033
34,Jersey Ave. (NEC),NEC,1417.0,1,32906,JERSEY AVE.,40.476912,-74.467363,3.095238095238096,65.0,55.844098,1384,JERSEY AVE.,1191.5234324234132,51062.95190477217,12.674956967783498,68.7037330238125,85.9251515299269,14.074848470073116,10.923693294319396,30.854465323043588,11.971831436396512,2.47852745377413,7.257002707092073,1.4098248585300848,4.189654742026425,7.083826872400396,225.97113068879435,2.6155662015230936,4.244253874780088,0.011638035920736313,2.7130276908262867,5.554679587792943,10.84083408507371,7.233455418621439
35,Glen Ridge (M-B),M-B,1410.0,1,50,GLEN RIDGE,40.80059,-74.204655,6.681818181818182,34.0,23.979166,0,GLEN RIDGE,3390.8990639304307,140214.16661449286,37.45724575510626,73.72841649055495,94.78649470417068,6.948683454221482,23.861040767520315,38.185867042492674,28.000000000000004,3.2133019503518723,7.252053951852814,2.0388562615647574,3.5553480614894135,8.129145239373061,374.45182148641345,3.649547124364517,4.313860427975353,0.010550026173253976,2.0730063117099284,6.17947142096253,11.850933426151826,0.0
36,Orange (M&E),M&E,1401.0,1,112,ORANGE,40.771883,-74.233103,10.363636363636363,40.0,23.013562,104,ORANGE,5632.556920062156,50740.34974456479,14.62706009936584,63.61802643971691,93.01775947740096,9.129289784817422,27.70836510196899,37.63946037081039,15.929578590991278,3.3571885472648915,7.2456550675945355,2.4304184645039304,3.713572066704308,8.636496301407291,225.25618691739587,2.7490040332909116,4.16849341891661,0.010750635207924504,2.31543120571564,6.135100681391496,10.834496433993097,4.653960350157523
37,Bay Street (M-B),M-B,1396.0,1,14,BAY STREET,40.808178,-74.208681,6.954545454545454,38.0,25.105704,240,BAY STREET,3181.718575174438,164319.0127895797,39.807069194467,71.57139117285024,96.23693875561209,5.271306341850612,28.0849391415302,36.33462373016269,48.0,3.3702204849256105,7.242082359256962,2.073743520565198,3.6635616461296463,8.065491008410783,405.36281623945194,3.7088553309718133,4.284570783188295,0.01039102046397631,1.8359846809259563,6.027820811052921,12.009571102995753,5.484796933490655
38,Rutherford (MLBC),MLBC,1369.0,0,134,RUTHERFORD,40.828248,-74.100563,5.636363636363637,26.0,16.89807,235,RUTHERFORD,1462.7872220085137,99377.31864930235,32.568245155070926,63.64866065306517,98.63133080309994,5.834219047166079,18.18602659749981,37.52264304351304,93.33333333333333,2.954182232692085,7.222566018822171,1.8925641683500207,3.295836866004329,7.288782343800234,315.2416829185226,3.513580535424555,4.168967388113326,0.010138766169507776,1.92194220573519,6.12557287472062,11.506689246612131,5.4638318050256105
39,Middletown NJ,NJCL,1262.0,1,85,MIDDLETOWN NJ,40.38978,-74.116131,9.0,83.0,66.626676,1588,MIDDLETOWN NJ,564.5181343635089,129187.92759492568,36.09923700863035,62.03001642281637,93.38923018296276,7.310871115702743,17.203802834954924,46.85333246086355,4.656103455315358,2.901630519231916,7.141245122350491,2.302585092994046,4.430816798843313,6.337742362881993,359.4272215552485,3.6135964035967985,4.1436110640805355,0.010707872824744974,2.117564430774401,6.844949412586155,11.76903116692853,7.370860166536716
40,Walnut Street (M-B),M-B,1208.0,1,152,WALNUT STREET,40.817218,-74.20963,4.818181818181818,41.0,26.232242,199,WALNUT STREET,3361.858336620926,167691.00606726797,37.40968947128595,71.88685654868026,94.55958208811036,5.659131596557828,27.61648151691633,37.21046361498519,75.33333333333333,3.3539828286573448,7.097548850614793,1.7609878105613013,3.7376696182833684,8.120546586743874,409.5009231580168,3.648309757745231,4.288908328502862,0.010575342846462697,1.8959890851434313,6.100038001109927,12.029884278620688,5.298317366548036
41,Glen Rock Main Line (MLBC),MLBC,1157.0,0,52,GLEN ROCK MAIN LINE,40.962206,-74.133485,5.590909090909091,59.0,33.957074,198,GLEN ROCK MAIN LINE,1688.4950526987698,181752.6175963601,33.84436727579687,68.55823915433697,95.41406837323404,3.811998996097653,21.95851537744848,41.45252554964912,24.0,3.1336889080997814,7.05444965813294,1.8856912890622586,4.0943445622221,7.432184977886529,426.3245449142708,3.5508914964761393,4.242164375110716,0.010480634743382605,1.5711125894876503,6.43836357700069,12.110407299441752,5.293304824724492
42,Fanwood (RVL),RVL,1087.0,0,44,FANWOOD,40.64106,-74.385003,5.954545454545454,59.0,38.463226,415,FANWOOD,1877.7934197377692,134403.98569538194,32.82341881058797,70.32431690915746,95.34437930549964,7.080614680933357,11.735501814115826,41.966598095581055,19.933099661441712,2.544393511982992,6.992096427415888,1.9393954680341194,4.0943445622221,7.538385051771663,366.6114914939,3.521153426787954,4.267237319895027,0.0104882952438741,2.089467944012436,6.478163172966628,11.80861280233093,6.030685260261263
43,Red Bank (NJCL),NJCL,1068.0,1,130,RED BANK,40.348284,-74.074538,9.0,89.0,72.581234,473,RED BANK,1437.7734020402418,138033.52412004262,30.05204730501226,69.95215799618647,92.8644029150224,8.694968817208924,13.997626961837554,45.72113587795954,44.0,2.7078919860427044,6.974478911025045,2.302585092994046,4.499809670330265,7.271546225440034,371.5286316288997,3.435664741955009,4.262005818875518,0.010768388840178856,2.2716070723107857,6.761740595287543,11.835259107633767,6.161207321695077
44,Long Branch (NJCL),NJCL,1050.0,1,74,LONG BRANCH,40.297145,-73.988331,12.681818181818182,100.0,81.915406,331,LONG BRANCH,2770.444999026088,58107.74038503409,14.642645610956238,63.77712466652218,91.25361741693334,9.268911444616675,6.386627485210736,40.40197891104302,32.60328739855882,1.9996712688481781,6.957497370876951,2.6160678113905598,4.61512051684126,7.927124123462179,241.05547159322913,2.7500008775225386,4.1709525266284535,0.010958469683793999,2.329121024614526,6.356255101161612,10.970071368445195,5.805134968916488
45,South Amboy (NJCL),NJCL,1036.0,1,139,SOUTH AMBOY,40.484308,-74.28014,9.863636363636363,53.0,48.119266,544,SOUTH AMBOY,1781.1212157033788,79105.96784813375,15.113655970669845,72.01040797615053,95.86317063141402,5.951097432901581,8.278431198505421,45.07406032047546,18.666666666666668,2.227692480622037,6.9440872082295275,2.385421098573195,3.9889840465642745,7.48555962799758,281.25783162097684,2.7796671094106906,4.290602006001301,0.010431534794993558,1.93889955112579,6.713721793496917,11.27855623898022,6.300785794663244
46,Convent (M&E),M&E,1035.0,1,30,CONVENT,40.779038,-74.443435,8.136363636363637,58.0,49.245804,590,CONVENT,234.656677630742,148368.95770916136,38.87309116106295,60.29531269736668,93.4063505893666,9.523603862535914,13.664639143786154,42.46233653671695,13.964789295495638,2.685439095497696,6.943122422819428,2.21226245470076,4.07753744390572,5.462375990039087,385.18691269195705,3.685701689390222,4.115703375049023,0.010705910183732629,2.3536207211294102,6.516313109168171,11.90746414790848,6.3818160174060985
47,Dover (M&E),M&E,983.0,1,35,DOVER,40.883415,-74.555887,9.181818181818182,83.0,69.684422,861,DOVER,2724.178503930183,67543.20891400604,11.39113261627871,70.71467429650957,95.04001125164498,4.959988748355028,6.010311271762716,37.06669053325554,11.94718394324346,1.9473821040211166,6.891625897052253,2.320603598496724,4.430816798843313,7.910289210981343,259.8907634257248,2.5169811052063067,4.272695389098961,0.010521884276215211,1.7850685932155816,6.088241990365982,11.120537609350682,6.759255270663693
